"","mode","pre.weight","post.weight","pay.attention.politics","interest.campaigns","voted.primary","primary.vote.choice","already.voted","vote.choice","vote.intention","voted.2016","vote.choice.2016","vote.choice.2012","country.right.track","approve.congress","approve.president","approve.president.covid","therm.biden","therm.trump","therm.dem","therm.rep","ideology7","ideology.biden","ideology.trump","ideology.dem","ideology.rep","vote.duty.choice","party.id","trust.in.people","religion","how.often.religion","age","education","weeks.worked","race","gender","income","know1","know2","know3","know4","knowledge.quiz"
"1310","web",0.717947930256898,0.647846153744891,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Clinton","Obama","Yes","Dissaprove not strongly","Approve strongly","Approve strongly",0,100,0,85,NA,"Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Mainly choice","Not strong Republican","About hald the time","Mainline Protestant","A few times a year",68,"Less than BA",NA,"White, non-Hispanic","Female",175,0,0,0,0,0
"1311","web",1.2860903038372,1.29741554196594,"Always","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",40,85,30,85,"Conservative","Liberal","Conservative","Extremely liberal","Conservative","Mainly duty","Independent","Most of the time","Evangelical Protestant","Every week",61,"Less than BA",NA,"White, non-Hispanic","Female",100,1,0,1,1,3
"1312","web",0.533794799732091,0.488218681345216,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,10,0,"Extremely liberal","Moderate; middle of the road","Conservative","Moderate; middle of the road","Extremely conservative","Mainly duty","Lean Democrat","Most of the time","Undifferentiated Protestant","Almost every week",32,NA,NA,"White, non-Hispanic","Male",70,1,0,1,1,3
"1313","web",1.25733479650497,1.12981793113042,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",40,100,0,85,"Extremely conservative","Extremely liberal","Extremely conservative","Extremely liberal","Conservative","Mainly duty","Strong Republican","Most of the time","Evangelical Protestant","Once or twice a month",78,"Less than high school",NA,"White, non-Hispanic","Male",60,0,0,1,1,2
"1314","web",0.926619123008882,0.727280156489029,"Most of the time",NA,"No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,0,"Slightly liberal","Slightly liberal","Conservative","Liberal","Extremely conservative","Mainly choice","Strong Democrat","About hald the time","Mainline Protestant",NA,65,"Less than BA",NA,"White, non-Hispanic","Male",50,0,1,1,1,3
"1315","web",2.66642413093357,2.94684258926623,"Always","Very much interested","Yes",NA,"No","Biden",NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,70,15,"Liberal","Slightly conservative","Extremely conservative","Slightly liberal","Conservative",NA,"Strong Democrat","Most of the time","Other religion",NA,19,"Less than BA",NA,"White, non-Hispanic","Female",65,0,0,0,1,1
"1316","web",0.578760720430627,0.537914820555334,"Most of the time",NA,"No",NA,"No","Biden",NA,NA,"Clinton",NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",60,15,50,50,"Liberal","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Lean Democrat","About hald the time","Evangelical Protestant",NA,25,"Less than BA",26,"Multiple races, non-Hispanic","Female",25,0,0,0,1,1
"1317","web",1.37972692820338,1.24724014834828,"Always","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",0,100,10,60,"Extremely conservative","Liberal","Conservative","Extremely liberal","Slightly conservative","Mainly duty","Lean Republican","Most of the time","Evangelical Protestant","Almost every week",75,"Less than BA",NA,"White, non-Hispanic","Male",50,0,1,1,1,3
"1318","web",1.04777009948604,NA,"Some of the time",NA,"Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve not strongly",0,100,0,100,NA,"Extremely liberal","Conservative","Liberal","Extremely conservative",NA,"Not strong Republican","About hald the time","Other Christian","A few times a year",32,"Less than high school",NA,"White, non-Hispanic","Female",5,0,0,0,1,1
"1319","web",1.72819906517844,2.00215888574026,"About half of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",60,0,60,0,"Extremely liberal","Moderate; middle of the road","Extremely conservative","Moderate; middle of the road","Extremely conservative",NA,"Not strong Democrat","Most of the time","Not religious",NA,29,"BA",NA,"Native American","Female",NA,1,0,0,1,2
"1320","web",0.558692823747416,0.499645676141276,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Obama","No","Disapprove strongly","Approve strongly","Approve not strongly",0,85,0,70,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative",NA,"Lean Republican","About hald the time","Roman Catholic","Almost every week",74,"BA",NA,"White, non-Hispanic","Male",30,0,0,1,1,2
"1321","web",1.64264947279518,NA,"Some of the time",NA,"No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Dissaprove not strongly","Dissaprove not strongly","Dissaprove not strongly",85,50,100,0,NA,"Conservative","Conservative","Slightly conservative","Slightly conservative","Mainly duty","Strong Democrat","Some of the time","Mainline Protestant","Once or twice a month",70,"Less than high school",NA,"Black, non-Hispanic","Female",5,0,0,0,1,1
"1322","web",0.960285049306959,0.965156218350883,"Most of the time","Very much interested","No",NA,"No","Trump",NA,NA,"Trump",NA,"Yes","Dissaprove not strongly","Approve strongly","Approve strongly",15,100,30,85,"Extremely conservative","Extremely conservative","Extremely conservative","Extremely liberal","Extremely conservative",NA,"Strong Republican","About hald the time","Roman Catholic",NA,57,"Less than high school",NA,"White, non-Hispanic","Female",5,0,0,1,1,2
"1323","web",1.08711836709949,0.945052826901754,"Most of the time","Very much interested","No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,30,"Liberal","Liberal","Conservative","Liberal","Conservative",NA,"Strong Democrat","Most of the time","Evangelical Protestant","A few times a year",80,"High school",NA,"White, non-Hispanic","Female",25,1,1,0,0,2
"1324","web",0.668639597016736,0.699653084620647,"Most of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Approve not strongly","Approve strongly","Approve strongly",0,60,0,70,"Conservative","Conservative","Conservative","Extremely liberal","Conservative",NA,"Strong Republican","Most of the time","Evangelical Protestant","Almost every week",38,NA,NA,"White, non-Hispanic","Female",175,1,0,1,1,3
"1325","web",3.86443938492853,4.38149421627152,"Some of the time",NA,"No",NA,"No","Trump",NA,NA,NA,NA,"Yes","Approve not strongly","Approve not strongly","Disapprove strongly",15,45,60,85,"Conservative","Moderate; middle of the road","Slightly conservative","Slightly liberal","Conservative","Mainly choice","Strong Republican","Most of the time","Other Christian","Every week",21,"Less than BA",45,"White, non-Hispanic","Male",90,0,1,0,0,1
"1326","web",4.10302340652159,NA,"Always","Very much interested","No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",0,85,0,85,"Conservative","Liberal","Conservative","Liberal","Conservative","Mainly duty","Not strong Republican","Most of the time","Evangelical Protestant","Every week",71,"Less than BA",NA,"White, non-Hispanic","Male",60,1,1,1,1,4
"1327","web",0.447015044688768,0.44318925868541,"Always","Very much interested","No",NA,"No","Biden",NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,60,15,"Liberal","Liberal","Conservative","Liberal","Extremely conservative","Mainly choice","Not strong Democrat","Most of the time","Not religious",NA,46,NA,15,"White, non-Hispanic","Female",100,0,0,1,1,2
"1328","web",1.07043005852796,0.954887095838698,"Most of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",40,100,40,85,"Slightly conservative","Extremely liberal","Slightly conservative","Extremely liberal","Conservative","Mainly duty","Not strong Republican","Most of the time","Roman Catholic",NA,72,"Less than BA",1,"White, non-Hispanic","Male",75,1,0,1,1,3
"1329","web",0.34328413108836,0.365396540195844,"Most of the time","Very much interested","No",NA,"No","Trump",NA,"Yes","Trump",NA,"No","Disapprove strongly","Dissaprove not strongly","Disapprove strongly",30,60,15,60,"Slightly conservative","Extremely liberal","Conservative","Extremely liberal","Conservative",NA,"Independent","Most of the time",NA,"A few times a year",62,"Less than BA",NA,"White, non-Hispanic","Female",50,0,0,1,1,2
"1330","web",0.538764950586579,0.563841038563605,"About half of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,60,15,"Liberal","Slightly liberal","Conservative","Liberal","Extremely conservative",NA,"Lean Democrat","About hald the time","Mainline Protestant","Once or twice a month",40,NA,NA,"White, non-Hispanic","Male",150,0,1,0,1,2
"1331","web",0.827445052185988,NA,"Some of the time",NA,"No",NA,"No","Biden",NA,"Yes","Clinton","Obama","Yes","Approve not strongly","Approve strongly","Approve strongly",50,60,50,50,"Liberal","Slightly liberal","Moderate; middle of the road","Slightly liberal","Slightly conservative","Mainly choice","Not strong Democrat","About hald the time","Other religion","A few times a year",50,NA,50,"Asian/Hawaiian/Pacific-Islander","Male",110,0,1,0,1,2
"1332","web",0.551335953392811,0.603966940640132,"About half of the time","Very much interested","No",NA,"No","Jorgensen",NA,NA,"Other","Romney","No","Dissaprove not strongly","Disapprove strongly","Dissaprove not strongly",70,30,70,40,"Slightly liberal","Liberal","Extremely conservative","Liberal","Conservative","Mainly duty","Lean Democrat","Most of the time","Not religious",NA,43,NA,16,"White, non-Hispanic","Male",50,1,0,1,1,3
"1333","web",2.93263610529969,4.13445459886658,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Liberal","Moderate; middle of the road","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","About hald the time","Evangelical Protestant",NA,59,"Less than high school",NA,"White, non-Hispanic","Female",50,0,1,1,1,3
"1334","web",0.76534554248915,0.949894150527603,"Some of the time",NA,"No",NA,"No","Jorgensen",NA,"No",NA,NA,"Yes","Dissaprove not strongly","Dissaprove not strongly","Approve not strongly",0,50,60,60,"Moderate; middle of the road","Slightly liberal","Slightly conservative","Slightly liberal","Slightly conservative","Mainly choice","Independent","About hald the time","Not religious",NA,27,"Less than BA",NA,"White, non-Hispanic","Female",175,NA,0,0,0,NA
"1335","web",0.522581161779944,0.509106849992827,"About half of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",70,0,70,50,"Slightly liberal","Slightly liberal","Conservative","Liberal","Conservative",NA,"Strong Democrat","Most of the time","Not religious",NA,36,"BA",NA,"White, non-Hispanic","Female",40,0,0,0,1,1
"1336","web",0.50313023657447,0.492842938257322,"Most of the time","Very much interested","No",NA,"No","Trump",NA,NA,NA,NA,"Yes","Approve not strongly","Approve strongly","Approve strongly",0,100,0,85,"Conservative","Extremely liberal","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Not strong Republican","Some of the time","Roman Catholic",NA,31,"Less than BA",4,"White, non-Hispanic","Male",35,NA,0,1,0,NA
"1337","web",1.95135737813385,2.69111369091251,"Always","Very much interested","Yes",NA,"No","Trump",NA,"No",NA,NA,"Yes","Dissaprove not strongly","Approve strongly","Approve strongly",10,90,20,90,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative","Mainly choice","Strong Republican","About hald the time","Other Christian","A few times a year",22,"Less than high school",NA,"White, non-Hispanic","Male",100,0,0,0,1,1
"1338","web",0.389610207563009,0.346555522975892,"About half of the time",NA,"Yes",NA,"No","Trump",NA,NA,"Trump","Obama","Yes","Disapprove strongly","Approve strongly","Approve strongly",30,85,50,70,NA,"Extremely conservative","Extremely liberal","Moderate; middle of the road","Moderate; middle of the road","Mainly duty","Not strong Republican","About hald the time","Evangelical Protestant","Almost every week",66,"Less than BA",NA,"White, non-Hispanic","Female",70,1,0,0,0,1
"1339","web",0.788899697140375,0.803731354863265,"Most of the time","Very much interested","No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,15,"Liberal","Liberal","Conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Roman Catholic",NA,44,NA,NA,"White, non-Hispanic","Female",175,1,1,1,1,4
"1340","web",0.543619355826469,0.492961995061324,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Slightly liberal","Slightly liberal",NA,"Liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Mainline Protestant",NA,72,"High school",1,"White, non-Hispanic","Female",35,1,1,1,1,4
"1341","web",2.34652150193106,NA,"Some of the time",NA,"No",NA,"No",NA,NA,NA,NA,NA,"No","Disapprove strongly","Disapprove strongly","Approve strongly",60,0,50,50,"Moderate; middle of the road","Slightly conservative","Extremely conservative","Slightly liberal","Conservative","Mainly choice","Lean Democrat","About hald the time","Not religious","Once or twice a month",31,"High school",NA,"Hispanic","Male",50,1,0,0,1,2
"1342","web",0.928960629992081,0.894472390997686,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,50,15,"Moderate; middle of the road","Moderate; middle of the road","Extremely liberal","Moderate; middle of the road","Extremely liberal","Mainly duty","Independent","Most of the time","Other Christian","Almost every week",67,"Less than BA",1,"Native American","Male",25,0,0,1,1,2
"1343","web",1.32599087381744,NA,"Always","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Obama","Yes","Approve strongly","Approve strongly","Approve strongly",50,75,50,100,NA,"Liberal","Conservative","Liberal","Conservative","Neither duty or choice","Strong Republican","Never","Evangelical Protestant","A few times a year",65,"High school",NA,"White, non-Hispanic","Male",30,NA,0,0,0,NA
"1344","web",0.854474319147957,0.718070337879168,"Always","Very much interested","No",NA,"No","Trump",NA,NA,"Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,85,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative",NA,"Strong Republican","Most of the time","Undifferentiated Protestant","Almost every week",71,NA,NA,"White, non-Hispanic","Female",110,1,0,0,0,1
"1345","web",1.99922968325304,1.51064501491424,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,50,0,"Moderate; middle of the road","Moderate; middle of the road","Extremely conservative","Slightly liberal","Extremely conservative",NA,"Independent","About hald the time",NA,NA,NA,NA,NA,"Hispanic","Female",80,1,0,1,1,3
"1346","web",0.26258748154213,0.24229017050974,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",55,0,65,10,"Liberal","Slightly conservative","Extremely conservative","Moderate; middle of the road","Extremely conservative","Mainly duty","Lean Democrat","Most of the time","Not religious",NA,42,NA,NA,"White, non-Hispanic","Male",110,1,0,1,1,3
"1347","web",0.750726449620726,0.769011073270761,"Most of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump","Other","No","Disapprove strongly","Approve strongly","Approve not strongly",0,70,0,100,NA,"Slightly liberal","Slightly conservative","Slightly liberal","Slightly conservative","Neither duty or choice","Strong Republican","About hald the time","Evangelical Protestant",NA,49,"BA",NA,"White, non-Hispanic","Male",125,1,0,0,1,2
"1348","web",0.415108317676186,0.358740157539349,"Most of the time","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Romney","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",50,0,40,20,"Moderate; middle of the road","Slightly liberal","Slightly conservative","Liberal","Extremely conservative",NA,"Independent","Some of the time","Not religious",NA,59,"Less than BA",10,"White, non-Hispanic","Male",15,1,0,1,1,3
"1349","web",0.310063457213434,0.27619374801834,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,70,15,"Liberal","Slightly liberal","Extremely conservative","Moderate; middle of the road","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Other religion","Almost every week",67,"BA",36,"White, non-Hispanic","Male",40,1,1,1,1,4
"1350","web",0.688289561829046,0.612205620061154,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,40,0,"Extremely liberal","Slightly conservative","Slightly conservative","Slightly conservative","Conservative","Mainly duty","Lean Democrat","Most of the time","Jewish",NA,77,NA,NA,"White, non-Hispanic","Male",250,1,1,1,1,4
"1351","web",0.933150580433009,0.944998865354626,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,"Slightly liberal","Liberal","Extremely conservative","Extremely liberal","Extremely conservative",NA,"Lean Democrat","Most of the time","Roman Catholic",NA,36,NA,NA,"White, non-Hispanic","Male",125,1,1,1,1,4
"1352","web",2.07790536409007,1.92913944460048,"About half of the time","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",85,0,85,60,"Moderate; middle of the road","Liberal","Extremely conservative","Liberal","Conservative",NA,"Strong Democrat","Most of the time","Mainline Protestant",NA,61,"BA",50,"Hispanic","Female",150,1,1,1,1,4
"1353","web",0.280093453346591,0.227565837542885,"Always","Very much interested","Yes",NA,"Yes","Trump",NA,"Yes","Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,70,"Extremely conservative","Extremely liberal","Extremely conservative","Extremely liberal","Slightly conservative","Mainly choice","Strong Republican","About hald the time","Evangelical Protestant","Once or twice a month",66,"Less than BA",NA,"White, non-Hispanic","Female",5,1,1,1,1,4
"1354","web",3.197366424123,2.67313312284239,"Most of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","No","Disapprove strongly","Approve strongly","Disapprove strongly",0,60,25,85,NA,"Slightly liberal","Conservative","Liberal","Conservative","Mainly duty","Strong Republican","Some of the time","Not religious",NA,41,NA,NA,"White, non-Hispanic","Female",250,0,0,0,0,0
"1355","web",0.541427646037326,0.509129567099705,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,NA,NA,"Romney","No","Approve not strongly","Approve strongly","Approve not strongly",0,85,10,95,"Extremely conservative","Liberal","Extremely conservative","Extremely liberal","Conservative","Neither duty or choice","Strong Republican","Most of the time","Roman Catholic",NA,64,"Less than BA",NA,"White, non-Hispanic","Female",45,0,0,0,0,0
"1356","web",0.364367847611791,0.333764405205244,"Most of the time",NA,"Yes",NA,"No","Hawkins",NA,"Yes","Other","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",60,15,50,50,"Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Independent","About hald the time","Not religious",NA,37,"Less than BA",NA,"Black, non-Hispanic","Female",60,0,0,0,0,0
"1357","web",0.460513652335706,0.383164148616991,"Most of the time","Very much interested","Yes",NA,"Yes","Biden",NA,NA,"Clinton","Obama","Yes","Approve not strongly","Dissaprove not strongly","Approve not strongly",60,40,60,50,NA,"Slightly conservative","Extremely liberal","Slightly conservative","Liberal",NA,"Strong Democrat","Most of the time","Roman Catholic","Almost every week",80,"BA",NA,"White, non-Hispanic","Female",175,0,0,1,1,2
"1358","web",1.05948314465346,1.02835259626435,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Romney","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,70,15,"Slightly conservative","Liberal","Conservative","Liberal","Extremely conservative",NA,"Lean Democrat","Most of the time","Not religious",NA,72,"Less than high school",NA,"White, non-Hispanic","Female",50,1,0,1,1,3
"1359","web",1.22113716971703,1.09155971140448,"About half of the time","Very much interested","No",NA,"No",NA,NA,"No",NA,"Other","No","Disapprove strongly","Dissaprove not strongly","Disapprove strongly",60,40,50,50,"Moderate; middle of the road","Slightly liberal","Conservative","Slightly liberal","Extremely conservative",NA,"Independent","About hald the time","Other Christian","Once or twice a month",37,"Less than BA",NA,"Black, non-Hispanic","Male",25,0,0,0,0,0
"1360","web",0.473748114985728,0.733737542827354,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton",NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",60,30,40,60,"Slightly conservative","Slightly liberal","Extremely conservative","Extremely liberal","Extremely conservative","Mainly duty","Lean Republican","Most of the time","Jewish",NA,43,NA,NA,"White, non-Hispanic","Female",250,0,0,0,0,0
"1361","web",0.195366089464485,0.19834942589795,"Most of the time","Very much interested","No",NA,"No","Biden",NA,"Yes","Clinton",NA,"No","Approve not strongly","Disapprove strongly","Disapprove strongly",85,0,60,75,"Slightly conservative","Slightly liberal","Extremely conservative","Liberal","Conservative","Mainly duty","Not strong Republican","Most of the time","Not religious",NA,28,"BA",NA,"Hispanic","Male",65,0,0,0,1,1
"1362","web",0.540749880774574,0.516687903580185,"Some of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Other","No","Disapprove strongly","Dissaprove not strongly","Approve not strongly",40,70,30,70,"Slightly conservative","Liberal","Slightly conservative","Liberal","Conservative","Mainly choice","Not strong Republican","Most of the time","Evangelical Protestant","Almost every week",36,"BA",NA,"White, non-Hispanic","Male",65,NA,1,0,1,NA
"1363","web",1.0013756498193,1.28016483735111,"Most of the time",NA,"No",NA,"No","Trump",NA,NA,"Trump",NA,"No","Approve not strongly","Approve strongly","Approve not strongly",0,70,0,60,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative","Mainly choice","Lean Republican","About hald the time","Evangelical Protestant","Almost every week",23,"BA",NA,"White, non-Hispanic","Female",60,0,0,1,1,2
"1364","web",0.571038160286279,0.449073491442347,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Other","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,50,0,"Slightly liberal","Liberal","Conservative","Liberal","Extremely conservative","Mainly duty","Lean Democrat","Most of the time","Evangelical Protestant","Almost every week",77,NA,NA,"White, non-Hispanic","Male",250,0,1,1,1,3
"1365","web",0.512144112901573,0.448511191896509,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",85,30,70,15,"Moderate; middle of the road","Moderate; middle of the road","Slightly conservative","Liberal","Extremely liberal",NA,"Strong Democrat","Some of the time","Mainline Protestant","Every week",73,"Less than BA",4,"White, non-Hispanic","Male",70,1,0,0,1,2
"1366","web",0.471447121590162,0.439079757042021,"About half of the time","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,100,"Conservative","Extremely liberal","Conservative","Liberal","Conservative","Mainly duty","Strong Republican","About hald the time","Evangelical Protestant","Once or twice a month",45,"Less than BA",NA,"White, non-Hispanic","Female",30,0,1,1,0,2
"1367","web",1.52729226903385,1.77377040945134,"Some of the time",NA,"No",NA,"No","Trump",NA,NA,"Trump","Obama","Yes","Approve not strongly","Approve not strongly","Dissaprove not strongly",60,60,40,65,"Slightly conservative","Liberal","Conservative","Slightly liberal","Slightly conservative","Mainly duty","Lean Republican","Some of the time","Other Christian",NA,27,"High school",NA,"White, non-Hispanic",NA,25,0,0,0,0,0
"1368","web",0.442200270914373,0.565748541073718,"Always",NA,"Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Disapprove strongly","Approve not strongly","Approve strongly",0,70,40,70,"Moderate; middle of the road","Extremely liberal","Moderate; middle of the road","Extremely liberal","Slightly conservative",NA,"Lean Republican","Most of the time","Mainline Protestant","Once or twice a month",NA,"Less than BA",NA,"White, non-Hispanic","Male",NA,1,1,1,1,4
"1369","web",1.38148566832712,1.40139534882448,"About half of the time",NA,"No",NA,"No",NA,NA,NA,NA,NA,"No","Dissaprove not strongly","Dissaprove not strongly","Approve not strongly",15,30,15,60,"Moderate; middle of the road","Liberal","Conservative","Extremely liberal","Conservative",NA,"Not strong Republican","About hald the time","Roman Catholic","Once or twice a month",38,"BA",NA,"White, non-Hispanic","Male",250,0,0,0,0,0
"1370","web",1.34175662645046,1.31865094055212,"Most of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,60,30,"Slightly liberal","Moderate; middle of the road","Extremely conservative","Liberal","Extremely conservative","Mainly duty","Not strong Democrat","About hald the time","Roman Catholic",NA,51,"BA",20,"White, non-Hispanic","Female",175,1,0,1,1,3
"1371","web",0.598643535296938,0.645313341371787,"Most of the time",NA,"Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Approve strongly","Approve strongly","Approve strongly",0,70,15,60,"Slightly conservative","Extremely liberal","Conservative","Extremely liberal","Moderate; middle of the road",NA,"Independent","About hald the time","Other Christian","Every week",30,"BA",16,"White, non-Hispanic","Female",50,0,0,0,0,0
"1372","web",0.534916009936039,0.470070529673488,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Trump","Romney","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,30,60,40,"Slightly conservative","Slightly conservative","Slightly conservative","Slightly conservative","Conservative",NA,"Not strong Republican","Most of the time","Roman Catholic","Almost every week",80,"BA",NA,"White, non-Hispanic","Female",70,0,1,1,1,3
"1373","web",0.564615351284533,0.539436982087393,"Some of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump","Other","No","Disapprove strongly","Approve strongly","Approve strongly",0,85,0,100,"Extremely conservative","Extremely liberal","Conservative","Extremely liberal","Conservative",NA,"Strong Republican","Never","Not religious",NA,58,"Less than BA",NA,"White, non-Hispanic","Female",30,0,0,0,0,0
"1374","web",0.813577864623916,0.814715722740832,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,65,15,"Liberal","Liberal","Conservative","Liberal","Conservative","Mainly duty","Strong Democrat","Some of the time","Evangelical Protestant",NA,72,"High school",NA,"Black, non-Hispanic","Male",75,0,0,1,1,2
"1375","web",0.824680519556025,0.885787462842038,"Most of the time",NA,"No",NA,"No",NA,NA,NA,"Trump","Obama","Yes","Approve not strongly","Approve strongly","Approve not strongly",0,60,40,40,"Moderate; middle of the road","Extremely liberal","Slightly conservative","Liberal","Conservative","Neither duty or choice","Independent","Some of the time","Not religious","Almost every week",26,"BA",NA,"White, non-Hispanic","Female",100,1,0,0,1,2
"1376","web",0.522977972667836,0.678772567311901,"Some of the time",NA,"No",NA,"No",NA,NA,"No",NA,NA,"No","Approve not strongly","Disapprove strongly","Disapprove strongly",70,0,60,30,"Slightly liberal","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Independent","Some of the time","Roman Catholic",NA,NA,"Less than high school",NA,"White, non-Hispanic","Female",NA,0,0,1,0,1
"1377","web",1.27516872313851,1.33762738716198,"Most of the time",NA,"No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,60,0,"Liberal","Moderate; middle of the road","Extremely conservative","Slightly liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Not religious",NA,57,"High school",48,"White, non-Hispanic","Male",50,0,1,1,1,3
