"","id","weight","week","bi.week","state","county.fips","senate.topline","governor.topline","biden.approval","presvote2020","pid","ideology","most.important.problem","abortion.policy","age","race","gender","hispanic","education"
"868",118162034935,0.193886492223464,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dnv/other","Republican","Conservative",NA,"Legal in most cases",38,"hispanic","male",TRUE,"High school or G.E.D."
"869",118161920518,1.11349134637306,43,22,"AZ",NA,"Republican","Republican","Strongly disapprove","rep","Independent","Very conservative",NA,"Illegal in most cases",85,"white","male",FALSE,"Some college"
"870",118162517587,0.8879269029783,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","rep","Republican","Conservative",NA,NA,45,"black","male",FALSE,"Some college"
"871",118162012894,0.891731456939082,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Republican","Moderate",NA,"Legal in most cases",52,"white","female",FALSE,"Associate's degree"
"872",118162083729,0.368810894722583,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Moderate",NA,"Legal in all cases",61,"other","female",FALSE,"Some college"
"873",118161590615,0.0856694946322157,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Moderate",NA,"Illegal in most cases",29,"hispanic","female",TRUE,"Some college"
"874",118161949564,0.506129867845378,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,NA,33,"hispanic","male",TRUE,"College graduate"
"875",118162148979,0.28184479369672,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,"Illegal in most cases",45,"other","male",FALSE,"Some college"
"876",118162065699,0.80911357516781,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep",NA,"Very conservative",NA,"Legal in most cases",73,"white","male",FALSE,"Some college"
"877",118162103680,0.184594573772086,43,22,"AZ","04013","Democrat","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",58,"white","female",FALSE,"College graduate"
"878",118162250047,0.731960348296304,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Conservative",NA,NA,63,"white","male",FALSE,"Associate's degree"
"879",118162387237,3.99005157079602,43,22,"AZ","04013","Democrat","Other/Would not Vote","Somewhat disapprove","dnv/other","Democrat","Conservative",NA,NA,18,"asian","female",FALSE,"High school or G.E.D."
"880",118161927048,0.399493140596429,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,NA,45,"white","male",FALSE,"College graduate"
"881",118162094048,1.28757126204448,43,22,"AZ",NA,NA,NA,"Strongly approve","dem","Democrat","Very liberal",NA,"Legal in all cases",27,"other","male",FALSE,"High school or G.E.D."
"882",118161131873,0.599452132283624,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Liberal",NA,"Legal in all cases",76,"white","female",FALSE,"Post graduate degree"
"883",118161984433,0.80911357516781,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,NA,70,"white","male",FALSE,"Some college"
"884",118162495860,1.11349134637306,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,"Illegal in most cases",80,"white","male",FALSE,"Some college"
"885",118162152351,0.194195221123392,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Moderate",NA,"Legal in most cases",63,"white","female",FALSE,"Post graduate degree"
"886",118160594577,0.0467938928332134,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dem","Independent","Moderate",NA,"Legal in all cases",24,"white","male",FALSE,"College graduate"
"887",118161382528,1.00096266805017,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Democrat","Liberal",NA,"Illegal in most cases",48,"white","female",FALSE,"Some college"
"888",118162111179,0.237103556577304,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Moderate",NA,"Legal in all cases",69,"white","female",FALSE,"College graduate"
"889",118162507615,0.131468981206662,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Moderate",NA,NA,40,"hispanic","male",TRUE,"College graduate"
"890",118162499716,0.393637578902742,43,22,"AZ",NA,"Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal",NA,"Legal in all cases",70,"white","male",FALSE,"College graduate"
"891",118162039408,0.119494017858911,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",47,"other","male",FALSE,"College graduate"
"892",118161235990,0.358405511025932,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",58,"white","female",FALSE,"College graduate"
"893",118161912389,0.100893865934656,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",21,"white","male",FALSE,"Associate's degree"
"894",118161253797,0.356332510622415,43,22,"AZ","04013","Other/Would not Vote","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",63,"white","male",FALSE,"Some college"
"895",118162561509,0.146097443531291,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Conservative",NA,"Illegal in most cases",62,"white","male",FALSE,"Post graduate degree"
"896",118162474294,0.358405511025932,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",50,"white","female",FALSE,"College graduate"
"897",118162530754,0.39406281445147,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal",NA,"Legal in all cases",51,"white","female",FALSE,"Post graduate degree"
"898",118162563082,0.731960348296304,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,NA,60,"white","male",FALSE,"Associate's degree"
"899",118161127981,0.984446394923958,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,"Illegal in most cases",49,"other","female",FALSE,"Associate's degree"
"900",118161064640,0.136433944766664,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",30,"other","female",FALSE,"Post graduate degree"
"901",118162018152,0.357535161151333,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,"Illegal in most cases",67,"white","male",FALSE,"Post graduate degree"
"902",118162024055,0.39406281445147,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate",NA,"Legal in most cases",60,"white","female",FALSE,"Post graduate degree"
"903",118161187502,1.35633690975663,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in all cases",75,"white","female",FALSE,"Some college"
"904",118162485694,1.35633690975663,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate",NA,"Legal in all cases",75,"white","female",FALSE,"Associate's degree"
"905",118162151121,0.460048899792508,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,"Illegal in most cases",40,"hispanic","female",TRUE,"College graduate"
"906",118160645115,0.26261478445939,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dem","Independent","Moderate",NA,NA,77,"white","male",FALSE,"Post graduate degree"
"907",118162013420,1.22507867350268,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,"Legal in most cases",84,"white","male",FALSE,"Associate's degree"
"908",118160930467,0.356085627662029,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal",NA,NA,56,"white","male",FALSE,"College graduate"
"909",118161719511,0.492379189350089,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",82,"white","male",FALSE,"College graduate"
"910",118162120428,0.154087540255161,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Strongly disapprove","dnv/other","Independent","Conservative",NA,"Illegal in most cases",70,"white","male",FALSE,"Some college"
"911",118162277892,0.178009626590169,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Liberal",NA,"Legal in all cases",49,"white","male",FALSE,"College graduate"
"912",118162187885,0.731960348296304,43,22,"AZ",NA,"Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",55,"white","male",FALSE,"Some college"
"913",118161970588,0.399082435061509,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",45,"white","male",FALSE,"Post graduate degree"
"914",118162017970,0.54135419353795,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in most cases",75,"white","male",FALSE,"Post graduate degree"
"915",118162504839,0.356085627662029,43,22,"AZ",NA,"Democrat","Democrat","Strongly approve","dem","Republican","Moderate",NA,"Legal in all cases",60,"white","male",FALSE,"College graduate"
"916",118161917824,0.370577434234344,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,"Legal in all cases",57,"hispanic","male",TRUE,"Post graduate degree"
"917",118161294443,0.336667086621082,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",50,"hispanic","male",TRUE,"College graduate"
"918",118162002042,0.35816926970459,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,NA,55,"white","female",FALSE,"Post graduate degree"
"919",118162078952,1.2008617180353,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dnv/other","Republican","Conservative",NA,NA,54,"white","male",FALSE,"Associate's degree"
"920",118162059322,0.152884762268456,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,NA,27,"white","male",FALSE,"College graduate"
"921",118161879398,0.805312960417898,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal",NA,"Legal in all cases",55,"white","male",FALSE,"Some college"
"922",118161189732,0.599452132283624,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Moderate",NA,NA,84,"white","female",FALSE,"Post graduate degree"
"923",118161256214,0.545164752844927,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,"Illegal in most cases",84,"white","female",FALSE,"College graduate"
"924",118162607414,0.117421750001921,43,22,"AZ",NA,"Other/Would not Vote","Other/Would not Vote","Somewhat approve","dnv/other","Republican","Liberal",NA,"Illegal in most cases",75,"white","female",FALSE,"College graduate"
"925",118161221796,0.39406281445147,43,22,"AZ",NA,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate",NA,"Legal in all cases",61,"white","female",FALSE,"Post graduate degree"
"926",118161032307,1.32232273884737,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dem","Republican","Moderate",NA,"Illegal in most cases",20,"white","male",FALSE,"Associate's degree"
"927",118161725240,0.20597142076101,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Liberal",NA,"Legal in all cases",48,"white","female",FALSE,"Post graduate degree"
"928",118160900655,0.393365159397561,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in all cases",69,"white","male",FALSE,"Post graduate degree"
"929",118161918726,0.486925203559462,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dem","Independent","Moderate",NA,"Legal in most cases",40,"white","female",FALSE,"College graduate"
"930",118162020603,0.0140337734020237,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Conservative",NA,"Legal in all cases",52,"asian","female",FALSE,"College graduate"
"931",118162183977,0.648152665029958,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Very liberal",NA,"Legal in most cases",28,"white","female",FALSE,"College graduate"
"932",118161849499,0.16872940817552,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,"Legal in most cases",55,"white","male",FALSE,"College graduate"
"933",118162449443,0.227309956853457,43,22,"AZ",NA,"Democrat","Democrat","Strongly approve","dem","Independent","Moderate",NA,"Legal in all cases",70,"white","female",FALSE,"Post graduate degree"
"934",118162473766,0.35816926970459,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,"Legal in most cases",50,"white","female",FALSE,"Post graduate degree"
"935",118160367810,0.393365159397561,43,22,"AZ","04013","Democrat","Democrat","Strongly disapprove","dem","Democrat","Moderate",NA,NA,73,"white","male",FALSE,"Post graduate degree"
"936",118162480531,0.323651267094414,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",59,"white","male",FALSE,"College graduate"
"937",118162570266,0.346498524856853,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Strongly disapprove","dnv/other","Republican","Very conservative",NA,"Legal in all cases",38,"white","male",FALSE,"Some college"
"938",118162515304,0.805312960417898,43,22,"AZ",NA,"Democrat","Democrat","Strongly approve","dem","Independent","Moderate",NA,"Legal in most cases",61,"white","male",FALSE,"Some college"
"939",118161947903,0.355808867567907,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal",NA,"Legal in all cases",63,"white","male",FALSE,"Post graduate degree"
"940",118162468568,0.358405511025932,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",51,"white","female",FALSE,"College graduate"
"941",118160857997,1.20615446392284,43,22,"AZ",NA,"Democrat","Democrat","Strongly approve","dem","Democrat","Moderate",NA,"Legal in all cases",81,"hispanic","male",TRUE,"Associate's degree"
"942",118160966058,0.39614687807236,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Very conservative",NA,NA,68,"white","female",FALSE,"College graduate"
"943",118160996441,0.124876774886871,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dnv/other","Democrat","Moderate",NA,"Legal in all cases",52,"white","male",FALSE,"Some college"
"944",118161136290,0.357782767095476,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",66,"white","male",FALSE,"College graduate"
"945",118161256689,0.394322730440507,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,NA,61,"white","female",FALSE,"College graduate"
"946",118161906730,0.891731456939082,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Moderate",NA,"Legal in all cases",61,"white","female",FALSE,"Some college"
"947",118162546124,0.492044488950082,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",76,"white","male",FALSE,"Post graduate degree"
"948",118161025251,1.23279381516152,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",79,"white","female",FALSE,"Some college"
"949",118161743892,0.442573209559029,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Conservative",NA,NA,48,"white","female",FALSE,"College graduate"
"950",118162497247,0.492044488950082,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",77,"white","male",FALSE,"Post graduate degree"
"951",118162282515,0.415115358189136,43,22,"AZ","04013","Democrat","Democrat","Strongly disapprove","dem","Independent","Moderate",NA,"Legal in all cases",41,"white","male",FALSE,"Some college"
"952",118162116724,0.323399715927545,43,22,"AZ","04013","Republican","Other/Would not Vote","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",52,"white","male",FALSE,"Post graduate degree"
"953",118161230660,0.393637578902742,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in most cases",72,"white","male",FALSE,"College graduate"
"954",118161775543,0.197944293729944,43,22,"AZ",NA,"Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,"Legal in all cases",73,"white","male",FALSE,"College graduate"
"955",118161345076,0.463839202934512,43,22,"AZ","04013","Democrat","Democrat","Somewhat disapprove","dem","Democrat","Conservative",NA,NA,35,"white","male",FALSE,"College graduate"
"956",118162432443,0.154136528736968,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Strongly disapprove","rep","Democrat","Moderate",NA,"Legal in all cases",47,"white","female",FALSE,"Associate's degree"
"957",118161313078,0.891731456939082,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Independent","Very liberal",NA,"Legal in all cases",56,"white","female",FALSE,"Some college"
"958",118162140374,0.435590542678179,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in all cases",71,"white","female",FALSE,"Post graduate degree"
"959",118162510738,0.197944293729944,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in all cases",67,"white","male",FALSE,"College graduate"
"960",118162044251,1.02029296469733,43,22,"AZ","04013","Other/Would not Vote","Democrat","Somewhat disapprove","dem","Independent","Liberal",NA,"Illegal in most cases",41,"hispanic","female",TRUE,"High school or G.E.D."
"961",118161980615,0.0664838406114331,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat approve","dnv/other","Independent","Conservative",NA,"Illegal in all cases",18,"hispanic","female",TRUE,"High school or G.E.D."
"962",118162141740,0.488771305666335,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,"Legal in most cases",35,"white","male",FALSE,"College graduate"
"963",118162523729,0.394322730440507,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal",NA,NA,59,"white","female",FALSE,"College graduate"
"964",118162105854,0.39406281445147,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal",NA,"Legal in all cases",52,"white","female",FALSE,"Post graduate degree"
"965",118160841308,0.357535161151333,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",72,"white","male",FALSE,"Post graduate degree"
"966",118160994613,0.414791054172925,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,"Legal in most cases",45,"other","male",FALSE,"College graduate"
"967",118162032638,0.315503472652973,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,"Legal in all cases",80,"white","female",FALSE,"Post graduate degree"
"968",118162039376,0.16872940817552,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,NA,51,"white","male",FALSE,"College graduate"
"969",118162525306,0.439527912227999,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal",NA,"Legal in most cases",48,"white","male",FALSE,"College graduate"
"970",118161957645,0.439076048283516,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in all cases",48,"white","male",TRUE,"Post graduate degree"
"971",118162080591,0.460028600755438,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Democrat","Liberal",NA,"Legal in most cases",38,"hispanic","male",TRUE,"College graduate"
"972",118162059968,0.492357059234086,43,22,"AZ","04013","Republican","Democrat","Strongly disapprove","dnv/other","Independent","Conservative",NA,"Legal in most cases",51,"white","male",FALSE,"Post graduate degree"
"973",118162105817,0.599452132283624,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal",NA,"Legal in most cases",78,"white","female",FALSE,"Post graduate degree"
"974",118161303390,0.208989489073003,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Very liberal",NA,"Legal in all cases",26,"white","female",FALSE,"College graduate"
"975",118162239400,0.541722435575391,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal",NA,"Legal in all cases",81,"white","male",FALSE,"College graduate"
"976",118161173426,0.300113962876269,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Conservative",NA,"Illegal in most cases",63,"white","male",FALSE,"High school or G.E.D."
"977",118161263450,0.427972472934826,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",53,"white","female",FALSE,"Some college"
"978",118160899496,1.3449315016712,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dnv/other","Republican","Conservative",NA,NA,42,"white","male",FALSE,"Post graduate degree"
"979",118161731777,0.323651267094414,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,NA,54,"white","male",FALSE,"College graduate"
"980",118161081291,0.399493140596429,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Moderate",NA,"Legal in most cases",45,"white","male",FALSE,"College graduate"
"981",118161195223,0.470861269956382,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Independent","Moderate",NA,NA,55,"white","female",FALSE,"Some college"
"982",118161952332,0.731960348296304,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","rep","Republican","Very conservative",NA,"Illegal in most cases",64,"white","male",FALSE,"Some college"
"983",118160744004,0.39515287146285,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dnv/other","Independent","Moderate",NA,"Illegal in most cases",51,"hispanic","male",TRUE,"College graduate"
"984",118160909931,0.357782767095476,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Very conservative",NA,"Illegal in most cases",70,"white","male",FALSE,"College graduate"
"985",118162431037,0.444251157894092,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in all cases",32,"white","male",FALSE,"College graduate"
"986",118162550297,0.444251157894092,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in all cases",37,"white","male",FALSE,"College graduate"
"987",118162510955,0.903605800782392,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Conservative",NA,"Legal in most cases",45,"white","male",FALSE,"Some college"
"988",118162225622,0.377304224689977,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,"Legal in most cases",48,"white","male",FALSE,"Some college"
"989",118162467106,0.153360547322986,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,NA,55,"white","male",FALSE,"College graduate"
"990",118162159802,4.02480184748663,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat approve","dnv/other","Independent","Moderate",NA,"Legal in all cases",19,"white","male",FALSE,"High school or G.E.D."
"991",118161266278,0.148577984700208,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","rep","Independent","Moderate",NA,"Illegal in most cases",35,"white","male",FALSE,"College graduate"
"992",118160311481,0.394322730440507,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in all cases",54,"white","female",FALSE,"College graduate"
"993",118162036702,0.731960348296304,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,"Illegal in most cases",62,"white","male",FALSE,"Some college"
"994",118160964795,1.08310162225893,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Very liberal",NA,"Legal in all cases",46,"other","female",FALSE,"Some college"
"995",118160919502,0.516834150258781,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","dnv/other","Republican","Conservative",NA,"Illegal in most cases",62,"white","male",FALSE,"College graduate"
"996",118162550430,0.356332510622415,43,22,"AZ",NA,"Republican","Republican","Strongly disapprove","rep","Independent","Conservative",NA,"Illegal in most cases",57,"white","male",FALSE,"Associate's degree"
"997",118161818305,0.357782767095476,43,22,"AZ","04013","Democrat","Republican","Strongly disapprove","rep","Independent","Moderate",NA,"Legal in most cases",74,"white","male",FALSE,"College graduate"
"998",118161130757,0.171842469063407,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Conservative",NA,NA,67,"white","male",FALSE,"Post graduate degree"
"999",118161331219,0.931967083282926,43,22,"AZ",NA,"Other/Would not Vote","Other/Would not Vote","Strongly approve","dnv/other","Independent","Moderate",NA,"Illegal in all cases",35,"hispanic","female",TRUE,"High school or G.E.D."
"1000",118160884378,0.394322730440507,43,22,"AZ","04013","Democrat","Democrat","Strongly approve","dem","Democrat","Liberal",NA,"Legal in most cases",54,"white","female",FALSE,"College graduate"
"1001",118160739070,0.797756281797551,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","rep","Democrat","Moderate",NA,"Legal in all cases",31,"hispanic","female",TRUE,"High school or G.E.D."
"1002",118161972102,0.276543223600283,43,22,"AZ",NA,"Other/Would not Vote","Other/Would not Vote","Somewhat disapprove","rep","Democrat","Moderate",NA,"Legal in all cases",37,"hispanic","female",TRUE,"High school or G.E.D."
"1003",118162239603,0.80911357516781,43,22,"AZ","04013","Democrat","Republican","Strongly disapprove","rep","Independent","Conservative",NA,"Legal in most cases",72,"white","male",FALSE,"Some college"
"1004",118161919150,0.870796740288726,43,22,"AZ","04013","Democrat","Republican","Somewhat approve","rep","Independent","Very conservative",NA,"Legal in all cases",44,"white","male",FALSE,"Some college"
"1005",118161931056,0.176506785159888,43,22,"AZ","04013","Other/Would not Vote","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,"Legal in most cases",52,"white","female",FALSE,"Post graduate degree"
"1006",118162386938,0.0155945893158211,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Conservative",NA,"Illegal in most cases",61,"white","male",FALSE,"College graduate"
"1007",118162587215,0.357782767095476,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Moderate",NA,"Illegal in most cases",70,"white","male",FALSE,"College graduate"
"1008",118160300154,0.154136528736968,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Moderate",NA,NA,46,"white","female",FALSE,"Some college"
"1009",118161384146,0.531158410475542,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Liberal",NA,NA,22,"white","male",FALSE,"College graduate"
"1010",118162499400,0.729878163335178,43,22,"AZ",NA,"Republican","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,"Illegal in most cases",50,"white","male",FALSE,"High school or G.E.D."
"1011",118162085017,0.981462565304698,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Very conservative",NA,"Illegal in most cases",33,"hispanic","male",TRUE,"High school or G.E.D."
"1012",118161977646,3.68582277291204,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat approve","dnv/other","Republican","Very conservative",NA,"Legal in all cases",32,"other","female",FALSE,"Associate's degree"
"1013",118162577872,0.347783281030945,43,22,"AZ","04013","Other/Would not Vote","Republican","Strongly disapprove","rep","Independent","Moderate",NA,"Illegal in most cases",30,"white","male",FALSE,"Some college"
"1014",118161122048,0.357782767095476,43,22,"AZ",NA,"Republican","Republican","Strongly disapprove","rep","Republican","Moderate",NA,"Legal in most cases",71,"white","male",FALSE,"College graduate"
"1015",118161984583,0.295535036548509,43,22,"AZ","04013","Other/Would not Vote","Other/Would not Vote","Somewhat approve","dnv/other","Independent","Very liberal",NA,"Legal in all cases",32,"other","female",FALSE,"Associate's degree"
"1016",118160875518,0.358405511025932,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Republican","Moderate",NA,"Legal in most cases",62,"white","female",FALSE,"College graduate"
"1017",118161379387,0.895821305131902,43,22,"AZ","04013","Republican","Other/Would not Vote","Strongly disapprove","rep","Republican","Conservative",NA,"Illegal in most cases",71,"white","female",FALSE,"Some college"
"1018",118160841450,0.415044896482845,43,22,"AZ","04013","Republican","Republican","Strongly disapprove","rep","Independent","Moderate",NA,NA,42,"hispanic","male",TRUE,"Post graduate degree"
"1019",118160295256,0.356085627662029,43,22,"AZ","04013","Democrat","Democrat","Somewhat approve","dem","Democrat","Liberal",NA,"Legal in all cases",58,"white","male",FALSE,"College graduate"
