"","Geo_FIPS","Geo_GEOID","Geo_NAME","Geo_QName","Geo_STUSAB","Geo_SUMLEV","Geo_GEOCOMP","Geo_FILEID","Geo_LOGRECNO","Geo_US","Geo_REGION","Geo_DIVISION","Geo_STATECE","Geo_STATE","Geo_COUNTY","Geo_COUSUB","Geo_PLACE","Geo_PLACESE","Geo_TRACT","Geo_BLKGRP","Geo_CONCIT","Geo_AIANHH","Geo_AIANHHFP","Geo_AIHHTLI","Geo_AITSCE","Geo_AITS","Geo_ANRC","Geo_CBSA","Geo_CSA","Geo_METDIV","Geo_MACC","Geo_MEMI","Geo_NECTA","Geo_CNECTA","Geo_NECTADIV","Geo_UA","Geo_UACP","Geo_CDCURR","Geo_SLDU","Geo_SLDL","Geo_VTD","Geo_ZCTA3","Geo_ZCTA5","Geo_SUBMCD","Geo_SDELM","Geo_SDSEC","Geo_SDUNI","Geo_UR","Geo_PCI","Geo_TAZ","Geo_UGA","Geo_BTTR","Geo_BTBG","Geo_PUMA5","Geo_PUMA1","SE_A00001_001","SE_A00002_001","SE_A00002_002","SE_A00002_003","SE_A01001_001","SE_A01001_002","SE_A01001_003","SE_A01001_004","SE_A01001_005","SE_A01001_006","SE_A01001_007","SE_A01001_008","SE_A01001_009","SE_A01001_010","SE_A01001_011","SE_A01001_012","SE_A01001_013","SE_A03001_001","SE_A03001_002","SE_A03001_003","SE_A03001_004","SE_A03001_005","SE_A03001_006","SE_A03001_007","SE_A03001_008","SE_A12001_001","SE_A12001_002","SE_A12001_003","SE_A12001_004","SE_A12001_005","SE_A12001_006","SE_A12001_007","SE_A12001_008","SE_A17005_001","SE_A17005_002","SE_A17005_003","SE_A14006_001","SE_A14028_001","SE_A18009_001","SE_A13003A_001","SE_A13003A_002","SE_A13003A_003","SE_A13003B_001","SE_A13003B_002","SE_A13003B_003","SE_A09005_001","SE_A09005_002","SE_A09005_009","SE_A09005_010","SE_A09005_003","SE_A09005_004","SE_A09005_005","SE_A09005_006","SE_A09005_007","SE_A09005_008","SE_A09003_001","SE_A20001_001","SE_A20001_002","SE_A20001_003","SE_A20001_004","SE_A20001_005"
"590",16077,"05000US16077","Power County","Power County, Idaho","id",50,0,"ACSSF",51,NA,NA,NA,NA,16,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7713,7713,5.494271,1403.82599456059,7713,650,599,638,434,540,837,959,824,1023,713,369,127,7713,5991,4,402,0,2,1290,24,4852,929,1644,1506,548,126,93,6,3349,3218,131,49985,0.3881,643,2316,310,2006,4145,374,3771,3185,2798,2425,373,0,4,6,90,36,251,19,7654,1171,6483,2844,4643
"591",16079,"05000US16079","Shoshone County","Shoshone County, Idaho","id",50,0,"ACSSF",52,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12526,12526,4.74933,2637.42484057841,12526,768,679,626,439,843,1202,1367,1671,2141,1648,809,333,12526,11743,55,325,28,0,48,327,9171,1322,3531,3254,711,255,73,25,5326,4866,460,39091,0.4508,674,2456,605,1851,7162,1370,5792,4765,4061,3541,520,26,2,13,307,108,248,20,12374,2053,10321,5283,7083
"592",16081,"05000US16081","Teton County","Teton County, Idaho","id",50,0,"ACSSF",53,NA,NA,NA,NA,16,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11080,11080,24.67207,449.090871463497,11080,784,1015,706,416,813,1432,1895,1482,1411,776,214,136,11080,9818,17,41,10,0,942,252,7346,521,1190,2585,2264,624,103,59,6059,5698,361,68818,0.4239,826,2906,227,2679,7033,433,6600,5607,4696,3663,1033,54,0,82,112,30,633,28,11080,1038,10042,2381,8529
"593",16083,"05000US16083","Twin Falls County","Twin Falls County, Idaho","id",50,0,"ACSSF",54,NA,NA,NA,NA,16,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83666,83666,43.5372,1921.71313226162,83666,6302,6482,6855,3602,7207,11727,10300,9182,9556,6983,3946,1524,83666,76995,591,773,1512,68,2374,1353,53218,6501,14840,20934,6970,2738,775,460,41073,39657,1416,50778,0.4312,777,23041,4379,18662,47141,6357,40784,38798,35742,32025,3717,200,131,154,765,259,1547,18,82733,9678,73055,26140,57857
"594",16085,"05000US16085","Valley County","Valley County, Idaho","id",50,0,"ACSSF",55,NA,NA,NA,NA,16,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10401,10401,2.837836,3665.11619976618,10401,491,552,528,327,406,1171,1237,1290,1962,1674,475,288,10401,10285,9,26,24,0,1,56,8097,438,2417,2807,1417,904,40,74,4305,4118,187,55299,0.4714,760,1888,70,1818,5985,681,5304,4091,3586,3340,246,32,0,65,149,27,232,15,10318,1515,8803,4010,6902
"595",16087,"05000US16087","Washington County","Washington County, Idaho","id",50,0,"ACSSF",56,NA,NA,NA,NA,16,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10025,10025,6.900219,1452.85239622732,10025,470,845,619,411,621,984,1033,1169,1462,1398,777,236,10025,8693,17,96,47,0,840,332,7059,998,2576,2442,681,297,47,18,4254,4024,230,37206,0.4448,671,2345,595,1750,5212,767,4445,3924,3231,2684,547,0,0,5,308,105,275,20,9931,1502,8429,4144,5971
"596",17001,"05000US17001","Adams County","Adams County, Illinois","il",50,0,"ACSSF",13,NA,NA,NA,NA,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66427,66427,77.6796,855.140925749463,66427,4120,4369,4143,2401,5220,8242,7454,8434,9075,6706,4367,1896,66427,61819,2712,278,540,42,109,927,46174,3417,15923,15386,7189,3359,578,322,34121,32501,1620,51398,0.4548,670,14667,2385,12282,38136,4476,33660,32054,29359,26383,2976,186,22,93,633,240,1521,17,65175,3050,62125,25786,46656
"597",17003,"05000US17003","Alexander County","Alexander County, Illinois","il",50,0,"ACSSF",14,NA,NA,NA,NA,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6532,6532,27.73424,235.521140638489,6532,460,398,553,170,407,737,664,799,1016,823,382,123,6532,4078,2169,48,6,21,19,191,4544,867,1718,1444,404,78,27,6,2385,2218,167,34709,0.4596,505,1552,813,739,3615,984,2631,2168,1985,1866,119,45,3,0,22,26,87,29,6469,439,6030,4141,2784
"598",17005,"05000US17005","Bond County","Bond County, Illinois","il",50,0,"ACSSF",15,NA,NA,NA,NA,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16712,16712,43.93975,380.338935933294,16712,770,910,880,645,1684,1993,2178,2297,2436,1584,911,424,16712,15189,1043,68,196,0,98,118,11823,1216,4354,3677,1631,803,50,92,7782,7481,301,58097,0.4132,625,3186,602,2584,9006,1374,7632,7349,6434,5703,731,14,10,1,577,11,302,24,15475,951,14524,5639,11521
"599",17007,"05000US17007","Boone County","Boone County, Illinois","il",50,0,"ACSSF",16,NA,NA,NA,NA,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53606,53606,190.9301,280.762456042267,53606,3062,3331,4577,2737,4972,5678,6773,7912,6636,4829,2263,836,53606,46861,1190,179,633,0,3459,1284,34927,4835,12308,9671,4818,2239,758,298,27636,25748,1888,66898,0.4381,838,13533,2222,11311,31863,3043,28820,25386,23653,21140,2513,106,50,38,162,79,1298,29,53224,3361,49863,17404,39032
"600",17009,"05000US17009","Brown County","Brown County, Illinois","il",50,0,"ACSSF",17,NA,NA,NA,NA,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6675,6675,21.83665,305.678809322669,6675,275,302,320,149,635,1153,1103,966,823,508,287,154,6675,5168,1364,6,37,0,34,66,4994,786,1838,1685,506,135,27,17,2559,2448,111,58762,0.3869,577,1046,132,914,2914,299,2615,2411,2188,2031,157,11,0,18,28,16,150,17,4804,283,4521,1744,3452
"601",17011,"05000US17011","Bureau County","Bureau County, Illinois","il",50,0,"ACSSF",18,NA,NA,NA,NA,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33381,33381,38.40942,869.083798071651,33381,1741,1897,2278,1342,2552,3515,3701,4444,4888,3727,2404,892,33381,31250,311,48,289,3,1032,448,23571,1981,9062,7887,3163,1012,330,136,16929,16029,900,55940,0.4153,668,7125,1687,5438,19029,2114,16915,15861,14528,13170,1358,85,23,26,277,221,701,21,33010,1620,31390,13114,23774
"602",17013,"05000US17013","Calhoun County","Calhoun County, Illinois","il",50,0,"ACSSF",19,NA,NA,NA,NA,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4858,4858,19.13919,253.824706523737,4858,254,217,369,179,340,453,511,678,744,593,404,116,4858,4742,17,1,41,0,1,56,3499,328,1527,1167,266,179,17,15,2157,2047,110,54392,0.4284,606,948,174,774,2688,324,2364,2038,1797,1621,176,28,0,0,51,16,146,39,4777,137,4640,2112,3261
"603",17015,"05000US17015","Carroll County","Carroll County, Illinois","il",50,0,"ACSSF",20,NA,NA,NA,NA,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14562,14562,32.72041,445.043383984791,14562,770,668,869,534,1049,1447,1525,1816,2340,2006,1174,364,14562,13933,166,17,107,0,118,221,10672,913,4432,3394,1200,578,94,61,7062,6595,467,51228,0.4172,639,2776,374,2402,8078,1002,7076,6492,5916,5330,586,63,0,3,157,50,303,25,14376,878,13498,5939,10356
"604",17017,"05000US17017","Cass County","Cass County, Illinois","il",50,0,"ACSSF",21,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12665,12665,33.70581,375.751201936071,12665,820,990,729,515,994,1569,1563,1672,1694,1101,747,271,12665,11382,590,17,47,44,435,150,8617,1379,3722,2254,888,321,38,15,6544,6130,414,51997,0.4215,601,3016,489,2527,7483,1058,6425,6037,5497,4850,647,16,12,7,234,57,214,20,12520,892,11628,4945,8581
"605",17019,"05000US17019","Champaign County","Champaign County, Illinois","il",50,0,"ACSSF",22,NA,NA,NA,NA,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209448,209448,210.2663,996.108522510529,209448,11603,10611,10676,6666,48655,30799,22536,20674,22200,14213,7333,3482,209448,151382,27942,312,22337,133,1902,5440,121237,5927,26307,35152,26481,17282,3519,6569,108722,103515,5207,51692,0.5097,862,38489,6964,31525,131152,31693,99459,101842,79960,71466,8494,6545,191,2382,7833,620,4311,18,207596,9863,197733,53628,165491
"606",17021,"05000US17021","Christian County","Christian County, Illinois","il",50,0,"ACSSF",23,NA,NA,NA,NA,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33231,33231,46.83774,709.492016179226,33231,1707,2041,1881,1214,2602,3887,4090,4640,4834,3318,1987,1030,33231,32101,423,62,220,68,7,350,23786,2656,9975,7216,2715,925,184,115,15495,14965,530,52415,0.4208,661,6725,1110,5615,18636,2429,16207,14727,13505,11995,1510,92,19,18,395,71,627,25,31546,1541,30005,12874,22353
"607",17023,"05000US17023","Clark County","Clark County, Illinois","il",50,0,"ACSSF",24,NA,NA,NA,NA,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15836,15836,31.58174,501.428979593728,15836,927,1042,987,685,1206,1745,1787,2160,2278,1629,907,483,15836,15357,49,14,100,0,86,230,10989,999,4268,3786,1281,520,67,68,8299,7773,526,54158,0.4275,699,3573,701,2872,9139,1095,8044,7546,7037,6124,913,0,7,11,105,49,337,23,15619,855,14764,6675,10704
"608",17025,"05000US17025","Clay County","Clay County, Illinois","il",50,0,"ACSSF",25,NA,NA,NA,NA,17,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13338,13338,28.48352,468.270796621452,13338,756,854,842,521,1015,1442,1501,1737,2038,1449,814,369,13338,13025,61,20,38,0,4,190,9350,940,3475,3511,1000,305,70,49,6448,6093,355,48691,0.4237,578,2892,594,2298,7699,1331,6368,6034,5554,5058,496,69,0,0,105,32,274,22,13170,1037,12133,6110,8350
"609",17027,"05000US17027","Clinton County","Clinton County, Illinois","il",50,0,"ACSSF",26,NA,NA,NA,NA,17,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37628,37628,79.38332,474.003888821107,37628,2076,2031,2469,1416,2955,5119,4727,5414,5311,3303,1979,828,37628,35227,1311,104,220,0,219,547,26681,2693,8589,9405,4191,1530,190,83,19359,18709,650,65010,0.4191,791,7927,917,7010,21744,1764,19980,18340,17018,15460,1558,189,47,125,311,111,539,25,35546,1707,33839,11262,27785
"610",17029,"05000US17029","Coles County","Coles County, Illinois","il",50,0,"ACSSF",27,NA,NA,NA,NA,17,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51736,51736,101.7849,508.287735696073,51736,2430,2577,2826,1524,9376,6981,5438,5685,6564,4560,2530,1245,51736,48036,1905,107,627,97,117,847,33003,3140,9916,11506,4851,2585,361,644,26506,24987,1519,44071,0.4984,671,9226,2366,6860,30965,7340,23625,24630,21583,18832,2751,276,0,235,1453,43,1040,17,51044,3200,47844,20434,33880
"611",17031,"05000US17031","Cook County","Cook County, Illinois","il",50,0,"ACSSF",28,NA,NA,NA,NA,17,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5223719,5223719,5528.124,944.935170356002,5223719,327844,317203,322294,193084,476265,853319,704675,668857,635448,409962,217767,97001,5223719,2957561,1230494,14583,376115,1909,508792,134265,3587029,477426,837569,910060,811185,390991,106016,53782,2763828,2548996,214832,62088,0.5069,1091,1148192,249148,899044,3287323,448033,2839290,2498849,1734249,1534352,199897,487729,1669,27613,107432,22143,118014,33,5177243,492253,4684990,1799218,3333269
"612",17033,"05000US17033","Crawford County","Crawford County, Illinois","il",50,0,"ACSSF",29,NA,NA,NA,NA,17,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19088,19088,43.02844,443.613582765634,19088,1026,968,1129,675,1489,2562,2397,2586,2744,1897,1122,493,19088,17341,1100,14,137,13,76,407,13801,1807,4132,5577,1551,551,95,88,8457,8000,457,49233,0.4577,633,3720,435,3285,9911,1190,8721,7857,7281,6511,770,34,17,12,172,21,320,16,17011,1072,15939,6868,12095
"613",17035,"05000US17035","Cumberland County","Cumberland County, Illinois","il",50,0,"ACSSF",30,NA,NA,NA,NA,17,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10865,10865,31.40898,345.920169514299,10865,667,627,783,404,762,1260,1276,1420,1624,1139,624,279,10865,10580,9,22,30,14,48,162,7622,789,3053,2579,858,293,21,29,5454,5270,184,53376,0.3961,567,2462,449,2013,6330,862,5468,5149,4804,4378,426,8,3,4,99,29,202,22,10738,510,10228,4430,7368
"614",17037,"05000US17037","DeKalb County","DeKalb County, Illinois","il",50,0,"ACSSF",31,NA,NA,NA,NA,17,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104200,104200,165.0447,631.344244065996,104200,6025,5863,6855,3850,20244,14362,11652,11656,11292,7132,3536,1733,104200,87832,8033,62,2580,0,3213,2480,61363,4672,15626,21811,12014,5666,575,999,56668,52449,4219,61086,0.4353,914,22116,3849,18267,65100,11744,53356,50656,44921,40587,4334,930,12,312,1877,351,2253,26,103533,6068,97465,30740,77360
"615",17039,"05000US17039","De Witt County","De Witt County, Illinois","il",50,0,"ACSSF",32,NA,NA,NA,NA,17,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16042,16042,40.35196,397.551926881515,16042,874,939,1029,656,1140,1811,1945,2226,2479,1650,865,428,16042,15425,76,13,4,10,196,318,11404,1019,4210,3745,1858,495,48,29,8591,8119,472,55591,0.4021,587,3475,618,2857,9505,978,8527,8052,7435,6900,535,9,11,72,157,59,309,21,15766,761,15005,6027,11411
"616",17041,"05000US17041","Douglas County","Douglas County, Illinois","il",50,0,"ACSSF",33,NA,NA,NA,NA,17,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19714,19714,47.31382,416.664713504464,19714,1325,1221,1540,873,1620,2397,2383,2283,2661,1784,1153,474,19714,18989,105,110,144,18,134,214,13135,2321,4289,4035,1831,531,86,42,9805,9382,423,54218,0.4355,688,4803,744,4059,11262,1079,10183,9280,7911,7038,873,16,4,317,382,130,520,21,19555,2831,16724,6901,12419
"617",17043,"05000US17043","DuPage County","DuPage County, Illinois","il",50,0,"ACSSF",34,NA,NA,NA,NA,17,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931743,931743,2843.047,327.726862054959,931743,55318,59578,61211,38767,81971,118415,120006,132848,128900,79557,37630,17542,931743,721721,44287,2037,108727,426,29750,24795,634898,46996,116273,162067,186489,91506,19955,11612,513180,489858,23322,88711,0.453,1280,213086,18586,194500,574934,36110,538824,480621,402743,369486,33257,34843,282,1528,7820,2467,30938,30,925916,54274,871642,223407,744352
"618",17045,"05000US17045","Edgar County","Edgar County, Illinois","il",50,0,"ACSSF",35,NA,NA,NA,NA,17,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17539,17539,28.13512,623.384633442317,17539,903,931,1149,661,1250,1911,2093,2264,2694,2024,1079,580,17539,17132,61,12,181,0,13,140,12645,1362,4847,4318,1455,563,64,36,8839,8306,533,51109,0.43,605,3608,581,3027,10129,1293,8836,8136,7550,6699,851,22,5,4,132,38,385,20,17253,955,16298,7213,12155
"619",17047,"05000US17047","Edwards County","Edwards County, Illinois","il",50,0,"ACSSF",36,NA,NA,NA,NA,17,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6507,6507,29.25562,222.418797307169,6507,374,404,449,288,454,650,759,845,951,728,395,210,6507,6313,45,34,24,0,0,91,4538,384,1591,1930,453,144,30,6,3239,3043,196,49766,0.4141,484,1451,185,1266,3656,370,3286,2992,2726,2532,194,2,0,8,72,17,167,22,6478,362,6116,2511,4764
"620",17049,"05000US17049","Effingham County","Effingham County, Illinois","il",50,0,"ACSSF",37,NA,NA,NA,NA,17,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34174,34174,71.38094,478.755231298369,34174,2234,2071,2410,1361,2821,4486,3879,4376,4780,3091,1793,872,34174,33240,179,24,210,15,198,308,23277,1718,8473,7856,3670,1196,254,110,18053,17344,709,56293,0.4478,615,7852,1400,6452,20282,2141,18141,17087,15800,14652,1148,70,12,39,425,166,575,17,33773,1836,31937,12257,24494
"621",17051,"05000US17051","Fayette County","Fayette County, Illinois","il",50,0,"ACSSF",38,NA,NA,NA,NA,17,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21724,21724,30.31978,716.495971409906,21724,1176,1124,1398,824,1861,2765,2653,2919,3024,2142,1323,515,21724,20354,1043,49,107,0,43,128,15341,2606,6098,4844,1281,443,49,20,9274,8627,647,44432,0.4366,605,4382,1206,3176,11673,2030,9643,8532,7951,7249,702,66,46,4,216,81,168,22,20025,1618,18407,9693,11611
"622",17053,"05000US17053","Ford County","Ford County, Illinois","il",50,0,"ACSSF",39,NA,NA,NA,NA,17,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13398,13398,27.59079,485.596887707588,13398,735,995,707,625,998,1460,1560,1743,2080,1232,727,536,13398,12787,147,59,64,5,232,104,9338,934,3363,3159,1362,470,29,21,6617,6264,353,51120,0.4179,651,3053,857,2196,7779,1041,6738,6187,5547,4974,573,14,2,29,261,36,298,22,13000,815,12185,5496,8707
"623",17055,"05000US17055","Franklin County","Franklin County, Illinois","il",50,0,"ACSSF",40,NA,NA,NA,NA,17,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39127,39127,95.68369,408.920282256134,39127,2275,2589,2270,1557,2841,4521,4681,5170,5467,4357,2482,917,39127,37938,323,116,223,25,116,386,27595,3391,9022,10789,2868,1193,198,134,16966,15528,1438,41414,0.4535,641,8341,2220,6121,22497,4558,17939,15206,14277,12709,1568,72,0,29,185,131,512,25,38660,2532,36128,19750,22185
"624",17057,"05000US17057","Fulton County","Fulton County, Illinois","il",50,0,"ACSSF",41,NA,NA,NA,NA,17,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35418,35418,40.91248,865.701715992506,35418,1723,1909,2116,1336,2746,4203,4578,4793,5075,3758,1938,1243,35418,33391,1317,116,49,23,120,402,25588,3056,8844,9178,3066,1154,202,88,16162,15077,1085,50180,0.433,636,6997,1611,5386,19300,3322,15978,14902,13957,12725,1232,36,0,54,397,71,387,25,32889,1991,30898,14362,22996
"625",17059,"05000US17059","Gallatin County","Gallatin County, Illinois","il",50,0,"ACSSF",42,NA,NA,NA,NA,17,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5157,5157,15.96644,322.989975243129,5157,264,285,343,177,340,540,610,660,728,693,405,112,5157,4989,12,27,22,0,13,94,3748,451,1525,1400,279,64,4,25,2240,2139,101,42500,0.4548,453,1049,342,707,2878,566,2312,2060,1929,1762,167,5,0,5,14,31,76,28,5157,184,4973,2857,3189
"626",17061,"05000US17061","Greene County","Greene County, Illinois","il",50,0,"ACSSF",43,NA,NA,NA,NA,17,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13218,13218,24.34164,543.02002943643,13218,660,883,720,518,1038,1526,1577,1863,1949,1332,771,381,13218,12817,194,40,25,0,3,139,9399,1139,4170,2921,824,269,62,14,6275,6026,249,46052,0.4345,591,2660,481,2179,7722,1159,6563,5928,5434,4942,492,14,4,12,133,38,293,28,12932,827,12105,6106,7886
